# Lista de Achievements - Warface

**Total:** 3417 achievements
- **Insignias (Badge):** 757
- **Fitas (Stripe):** 1688
- **Marcas (Mark):** 972

---

## INSIGNIAS (Badge)

| ID | Nome (PT) | Amount | Arquivo |
| 40119 | CheyTac M200 Especial | 2500 | sr00001kill.xml |
| 40120 | Guirlanda de Valquíria | 1500 | ar00003_valkyrie00001_kill.xml |
| 40121 | Ira de Valquíria | 1500 | kn16_valkyrie00004_kill.xml |
| 40122 | Vingança de Valquíria | 1500 | pt00002_valkyrie00002_kill.xml |
| 40123 | Julgamento de Valquíria | 1500 | sr48_valkyrie00003_kill.xml |
| 40126 | A última esperança | 1 | valkyrie_00001_stripe.xml |
| 40129 | AN-94 Abakan Santa Muerte | 1500 | ar43_cartel00001_kill.xml |
| 40130 | Faca Kunai Santa Muerte | 1500 | kn00002_cartel00001_kill.xml |
| 40131 | Ruger Mark IV Lite Santa Muerte | 1500 | pt42_cartel00002_kill.xml |
| 40132 | MPA10SST-X Special Santa Muerte | 1500 | smg00002_cartel00004_kill.xml |
| 40135 | El Día de Muertos | 1 | cartel_00001_stripe.xml |
| 40139 | Chamas da liberdade | 1 | usday00001_stripe.xml |
| 40140 | Direito à justiça | 1500 | pt02_usday00001_kill.xml |
| 40141 | Direito à liberdade | 1500 | kn18_usday00002_kill.xml |
| 40144 | Código 11 | 1 | swat_00001_stripe.xml |
| 40146 | Steyr Scout Especial | 1500 | sr00002_kill.xml |
| 40147 | PP-19-01 "Vityaz" Executor | 1500 | smg54_swat00002_kill.xml |
| 40148 | S&W M&P R8 Executor | 1500 | pt33_swat00003_kill.xml |
| 40149 | Bastão de Choque Executor | 1500 | kn51_swat00001_kill.xml |
| 40152 | Mestre da Sabotagem | 1 | navy_00001_stripe.xml |
| 40154 | HX Outdoors Trident Moray | 1500 | kn22_navy00001_kill.xml |
| 40155 | Maxim 9 Moray | 1500 | pt38_navy00003_kill.xml |
| 40156 | VKS Moray | 1500 | sr50_navy00002_kill.xml |
| 40157 | SPAS-12 Especial Moray | 1500 | shg00005_navy00001_kill.xml |
| 60015 | Carga Mortal | 5000 | smg09_customkill.xml |
| 60016 | Avançado: Carga Mortal | 10000 | smg09_customkill25.xml |
| 60075 | Cobra-real | 5000 | smg51kill.xml |
| 60076 | Avançado: Cobra-real | 10000 | smg51kill25.xml |
| 60078 | A Cavalaria Chegou | 5000 | ar44kill.xml |
| 60079 | Avançado: A Cavalaria Chegou | 10000 | ar44kill25.xml |
| 60080 | Vencedor Berserk | 1 | berserk_stripe_01.xml |
| 60081 | Vencedor Berserk | 1 | berserk_stripe_02.xml |
| 60084 | Saqueador | 10000 | pirate01_stripe_01.xml |
| 60087 | Warface.Pro I: Matador | 10000 | oc05_stripe_01.xml |
| 60088 | Bolas de Aço | 5000 | mg27kill.xml |
| 60089 | Bolas de Aço (Avançado) | 10000 | mg27kill25.xml |
| 60090 | No Fio da Navalha | 5000 | kn22kill.xml |
| 60091 | Avançado: No Fio da Navalha | 10000 | kn22kill25.xml |
| 60205 | Ceifador | 5000 | pt44kill.xml |
| 60206 | Avançado: Ceifador | 10000 | pt44kill25.xml |
| 60304 | O Clã Mais Forte | 1 | cc01_stripe_01.xml |
| 60305 | Mais Forte Entre Iguais | 1 | cc01_stripe_02.xml |
| 60310 | Eu Sou a Lei | 10000 | brazil02_stripe_01.xml |
| 60350 | F90 MBR Toxicity | 2500 | ar36_swarm03kill.xml |
| 60351 | CZ 805 BREN A2 Toxicity | 2500 | ar37_swarm03kill.xml |
| 60352 | XM556 Microgun Toxicity | 2500 | hmg02_swarm03kill.xml |
| 60353 | Canivete Butterfly Toxicity | 2500 | kn19_swarm03kill.xml |
| 60354 | Stoner LMG A1 Toxicity | 2500 | mg25_swarm03kill.xml |
| 60355 | CZ 75-Auto Toxicity | 2500 | pt32_swarm03kill.xml |
| 60356 | Kel-Tec SUB2000 Toxicity | 2500 | pt39_swarm03kill.xml |
| 60357 | USAS-12 Toxicity | 2500 | shg05_swarm03kill.xml |
| 60358 | MAG-7 Toxicity | 2500 | shg40_swarm03kill.xml |
| 60359 | Chiappa Triple Threat Toxicity | 2500 | shg55_swarm03kill.xml |
| 60360 | Micro-Roni CAA Toxicity | 2500 | smg43_swarm03kill.xml |
| 60361 | M4 Custom Toxicity | 2500 | smg50_swarm03kill.xml |
| 60362 | ACR CQB Custom Toxicity | 2500 | smg52_swarm03kill.xml |
| 60363 | M14 Crazy Horse Toxicity | 2500 | sr38_swarm03kill.xml |
| 60364 | Bushmaster BA50 Toxicity | 2500 | sr42_swarm03kill.xml |
| 60365 | SV-98 Toxicity | 2500 | sr48_swarm03kill.xml |
| 70122 | Enxame da Morte | 1 | swarm02_stripe_01.xml |
| 106520 | Morte Silenciosa | 5000 | sr50kill.xml |
| 106521 | Avançado: Morte Silenciosa | 10000 | sr50kill25.xml |
| 106522 | Silêncio Dourado | 999 | sr50_gold_kill_01.xml |
| 106550 | Morte Honrosa | 5000 | sr53kill.xml |
| 106551 | Avançado: Morte Honrosa | 10000 | sr53kill25.xml |
| 106552 | Ira e Honra | 999 | sr53_gold_kill_01.xml |
| 151000 | AK-47 Flor de Muerto | 2500 | ar22_set05_cartelkill.xml |
| 151001 | AS VAL Flor de Muerto | 2500 | ar23_set05_cartelkill.xml |
| 151002 | PKP Pecheneg Flor de Muerto | 2500 | mg22_set05_cartelkill.xml |
| 151003 | Colt M1911A1 Flor de Muerto | 2500 | pt16_set05_cartelkill.xml |
| 151004 | CZ 75-Auto Flor de Muerto | 2500 | pt32_set05_cartelkill.xml |
| 151005 | UTAS UTS-15 Flor de Muerto | 2500 | shg26_set05_cartelkill.xml |
| 151006 | S.A.T. 8 Pro Flor de Muerto | 2500 | shg35_set05_cartelkill.xml |
| 151007 | Beretta MX4 Storm Flor de Muerto | 2500 | smg26_set05_cartelkill.xml |
| 151008 | CZ Scorpion EVO Flor de Muerto | 2500 | smg38_set05_cartelkill.xml |
| 151009 | Barrett M98B Flor de Muerto | 2500 | sr16_set05_cartelkill.xml |
| 151010 | AX308 Flor de Muerto | 2500 | sr31_set05_cartelkill.xml |
| 300102 | Fênix Negra | 10000 | blackwood01_stripe_01.xml |
| 300110 | Pena Dourada | 999 | ar23_gold_kill_01.xml |
| 300111 | O Terror Vem de Baixo | 999 | sr46_gold_kill_01.xml |
| 300112 | Cícero | 1000 | joker02kill1000.xml |
| 300132 | Enxame Urbano 3 | 1 | swarm_city_stripe_01.xml |
| 300133 | Enxame Urbano 6 | 1 | swarm_city_stripe_02.xml |
| 300134 | Enxame Urbano 9 | 1 | swarm_city_stripe_03.xml |
| 300135 | Enxame Urbano 12 | 1 | swarm_city_stripe_04.xml |
| 300136 | Enxame Urbano 15 | 1 | swarm_city_stripe_05.xml |
| 300137 | Enxame Urbano 18 | 1 | swarm_city_stripe_06.xml |
| 300552 | CyberWarface | 1 | ru_stripe_bite_01.xml |
| 371007 | Fuzileiro Gladiador | 1 | arena_stripe_rifleman.xml |
| 371008 | Engenheiro Gladiador | 1 | arena_stripe_engineer.xml |
| 371009 | Franco-atirador Gladiador | 1 | arena_stripe_recoon.xml |
| 371010 | Médico Gladiador | 1 | arena_stripe_medic.xml |
| 371011 | SED Gladiador | 1 | arena_stripe_sed.xml |
| 371014 | Mestre da Arena | 5 | arena_stripe_classes.xml |
| 371015 | Comandante da Hydra | 9 | arena_stripe_collection.xml |
| 371016 | AK-12 Gorgon Medusa | 2500 | ar35_gorgona01kill.xml |
| 371017 | CZ 805 BREN A2 Gorgon Medusa | 2500 | ar37_gorgona01kill.xml |
| 371018 | Stoner LMG A1 Gorgon Medusa | 2500 | mg25_gorgona01kill.xml |
| 371019 | Tavor TS12 Custom Gorgon Medusa | 2500 | shg52_gorgona01kill.xml |
| 371020 | Kel-Tec KS7 Gorgon Medusa | 2500 | shg54_gorgona01kill.xml |
| 371021 | AM-17 Gorgon Medusa | 2500 | smg49_gorgona01kill.xml |
| 371022 | SIG MPX SBR Gorgon Medusa | 2500 | smg46_gorgona01kill.xml |
| 371023 | SV-98 Gorgon Medusa | 2500 | sr48_gorgona01kill.xml |
| 371024 | Truvelo CMS 20x42 mm Gorgon Medusa | 2500 | sr47_gorgona01kill.xml |
| 371025 | TEC-9 Gorgon Medusa | 2500 | pt36_gorgona01kill.xml |
| 371026 | M134-GAU19b Hybrid Gorgon Medusa | 2500 | hmg03_gorgona01kill.xml |
| 371027 | Gerber Tomahawk Gorgon Medusa | 2500 | kn21_gorgona01kill.xml |
| 371029 | Barragem Mortífera | 5000 | sr12kill_02.xml |
| 371030 | Avançado: Barragem Mortífera | 10000 | sr12kill25_02.xml |
| 372030 | Força Ômega | 1 | bw_stripe_rifleman.xml |
| 372031 | Suporte Ômega | 1 | bw_stripe_medic.xml |
| 372032 | Proteção Ômega | 1 | bw_stripe_engineer.xml |
| 372033 | Cobertura Ômega | 1 | bw_stripe_sniper.xml |
| 372034 | Defesa Ômega | 1 | bw_stripe_sed.xml |
| 372035 | Ômega Preto | 5 | bw_stripe_classes.xml |
| 372036 | Salve, Blackwood! | 20 | bw_stripe_achievements.xml |
| 373042 | High Five! | 1 | ru_stripe_five_01.xml |
| 373043 | Canivete Butterfly Pharaoh | 5000 | kn19_ruby00001kill.xml |
| 373044 | Cobalt Kinetics EDGE Rifle Pharaoh | 5000 | ar38_egypt00001kill.xml |
| 373045 | Colt M1911A1 Pharaoh | 5000 | pt16_egypt00001kill.xml |
| 373046 | Typhoon F12 Pharaoh | 5000 | shg51_oko00001kill.xml |
| 373047 | Cobalt Kinetics Stealth Pistol Pharaoh | 5000 | smg48_egypt00002kill.xml |
| 373048 | M4 Custom Pharaoh | 5000 | smg50_egypt00001kill.xml |
| 373049 | Cobalt Kinetics Twenty-Seven Pharaoh | 5000 | sr49_egypt00001kill.xml |
| 373050 | Karambit Pharaoh | 5000 | kn45_egypt00001kill.xml |
| 373051 | Faca Corrupt Kiridashi | 5000 | kn00003_kill.xml |
| 373052 | Howa Type 89 Custom Umbra | 5000 | ar39_stripes00001kill.xml |
| 373053 | Kel-Tec SUB2000 Shadow | 5000 | pt39_shdw00001kill.xml |
| 373054 | Aniversário da My.Games | 1 | mygames_stripe_01.xml |
| 373055 | DVL-10 M2 Aztec | 5000 | sr51_aztec01_kill.xml |
| 373056 | HX Outdoors Trident Aztec | 5000 | kn22_aztec01_kill.xml |
| 373057 | Kel-Tec SUB2000 Aztec | 5000 | pt39_aztec01_kill.xml |
| 373058 | Gilboa Snake DBR Aztec | 5000 | smg51_aztec01_kill.xml |
| 373059 | Kalashnikov USA Komrad 12 Aztec | 5000 | shg58_aztec01_kill.xml |
| 373060 | IWI Carmel Aztec | 5000 | ar45_aztec01_kill.xml |
| 373061 | Karambit Infernal | 5000 | kn45_dragon01kill.xml |
| 373067 | Fabarm STF 12 Short Shadow | 1500 | shg00003_gray00001kill.xml |
| 373068 | M4A1 Custom | 5000 | ar47kill.xml |
| 373069 | Kalashnikov MP-155 Ultima | 2500 | shg59_kill.xml |
| 373070 | Kalashnikov MP-155 Ultima Dourada | 999 | shg59_gold_kill_01.xml |
| 373071 | VKS Scar | 1500 | sr50_redstripes01_kill.xml |
| 373072 | SV-98 Scar | 1500 | sr48_redstripes02_kill.xml |
| 373073 | AMB-17 Scar | 1500 | smg53_redstripes01_kill.xml |
| 373074 | PP-19-01 Vityaz Scar | 1500 | smg54_redstripes01_kill.xml |
| 373075 | PDW KAC | 2500 | ar48_kill.xml |
| 373076 | PDW KAC Dourada | 999 | ar48_gold_kill_01.xml |
| 373077 | Kunai Apostate | 1500 | kn00002_realwars01_kill.xml |
| 373078 | Black Hawk Apostate | 1500 | kn03_realwars01_kill.xml |
| 373079 | S&W M&P R8 Apostate | 1500 | pt33_realwars01_kill.xml |
| 373080 | Benelli M4 Custom Apostate | 1500 | shg56_realwars01_kill.xml |
| 373081 | Hunt Group MH12 Apostate | 1500 | shg57_realwars01_kill.xml |
| 373082 | CheyTac M200 Especial Apostate | 1500 | sr00001_realwars01_kill.xml |
| 373083 | VKS Apostate | 1500 | sr50_realwars01_kill.xml |
| 373084 | M4A1 Custom Dourado | 999 | ar47_gold_kill_01.xml |
| 373085 | Cobray Striker Especial Apostate | 1500 | shg60_realwars01_kill.xml |
| 373086 | M4A1 Custom Apostate | 1500 | ar47_realwars01kill.xml |
| 373087 | AK-15 Custom Apostate | 1500 | ar46_realwars01kill.xml |
| 373088 | Ruger Mark IV Lite Apostate | 1500 | pt42_realwars01kill.xml |
| 373089 | AMB-17 Apostate | 1500 | smg53_realwars01kill.xml |
| 373090 | PP-19-01 Vityaz Apostate | 1500 | smg54_realwars01kill.xml |
| 373091 | Quarter Circle 10 SMG | 2500 | smg58kill.xml |
| 373092 | Quarter Circle 10 SMG Dourada | 999 | smg58_gold_kill01.xml |
| 373093 | TX-15 SBR Dourada | 999 | smg57_gold_kill01.xml |
| 373094 | TX-15 SBR | 2500 | smg57kill.xml |
| 373095 | Stoner LMG A1 Apostate | 1500 | mg25_hiddenwar01kill.xml |
| 373096 | DVL-10 M2 Apostate | 1500 | sr51_hiddenwar01kill.xml |
| 373101 | A Verdade Dói | 1 | realwars01_stripe_01.xml |
| 373102 | Determinado e Ambicioso | 1 | realwars01_stripe_02.xml |
| 373103 | Taco Anestésico | 1500 | kn49_painkiller_kill.xml |
| 373104 | MSBS Radon Scar | 2500 | ar26_redstripes01kill.xml |
| 373109 | Alpine Especial Apostate | 1500 | sr55_realwars01_kill.xml |
| 373110 | SureFire MGX | 2500 | mg28kill.xml |
| 373111 | SureFire MGX Dourada | 999 | mg28_gold01kill.xml |
| 373112 | Chiappa Triple Threat Scratch | 1500 | shg55_addpack00001kill.xml |
| 373113 | DVL-10 M2 Scratch | 1500 | sr51_addpack00002kill.xml |
| 373114 | Gerber Tomahawk Roadblock | 1500 | kn21_yellow01kill.xml |
| 373115 | Faca Karambit Iceberg | 1500 | kn45_secret00001_kill.xml |
| 373116 | TEC-9 Iceberg | 1500 | pt36_secret00002_kill.xml |
| 373117 | AK-15 Custom Iceberg | 1500 | ar46_secret00003_kill.xml |
| 373118 | Martela o Martelão | 1 | secret_00001_stripe.xml |
| 373122 | Tavor CTAR-21 Especial Iceberg | 1500 | smg00003_secret00001_kill.xml |
| 373123 | Canivete Butterfly Red Dusk | 1500 | kn19_coldwar01_kill.xml |
| 373124 | H&K P30 Red Dusk | 1500 | pt00002_coldwar01_kill.xml |
| 373125 | Kel-Tec KS7 Red Dusk | 1500 | shg54_coldwar01_kill.xml |
| 373126 | AMB-17 Corporate | 1500 | smg53_sales01_kill.xml |
| 373127 | IWI Carmel Corporate | 1500 | ar45_sales01_kill.xml |
| 373130 | Túmulo | 1 | halloween01_stripe.xml |
| 373134 | Bombushka | 1 | coldwar01_stripe.xml |
| 373135 | AKS-74U | 2500 | smg59kill.xml |
| 373136 | PDW KAC Shroud | 1500 | ar48_yellownet01kill.xml |
| 373137 | Benelli M4 Custom Shroud | 1500 | shg56_yellownet01kill.xml |
| 373138 | Quarter Circle 10 SMG Shroud | 1500 | smg58_yellownet01kill.xml |
| 373139 | CheyTac M200 Especial Shroud | 1500 | sr00001_yellownet01kill.xml |
| 373140 | AK-15 Custom Shroud | 1500 | ar46_yellownet01kill.xml |
| 373141 | Pistola Makarov | 2500 | pt45kill.xml |
| 373142 | Pistola Makarov Dourada | 999 | pt45_gold01kill.xml |
| 373143 | Pistola Makarov Banshee | 2500 | pt45_hlw01kill.xml |
| 373144 | Katana Banshee | 2500 | kn13_hlw01kill.xml |
| 373145 | Hunt Group MH12 Mercenary | 1500 | shg57_sales02_kill.xml |
| 373146 | Steyr Scout Especial Mercenary | 1500 | sr00002_sales02_kill.xml |
| 373147 | Mossberg 590 Custom | 1500 | shg61_kill.xml |
| 373148 | Mossberg 590 Custom Dourada | 999 | shg61_gold01_kill.xml |
| 373173 | Grade de Juiz | 1 | prisonbreak01_stripe.xml |
| 373176 | CZ 75 Czechmate Parrot Rust | 1500 | pt37_prisonbreak01kill.xml |
| 373177 | S&W Survival Tanto Blade Rust | 1500 | kn10_prisonbreak01kill.xml |
| 373178 | Ultra Marine Caimão | 2500 | kn02_rating01kill.xml |
| 373179 | Howa Type 89 Custom Pyrite | 1500 | ar39_meteorgold02kill.xml |
| 373180 | Famas F1 Pyrite | 1500 | ar13_meteorgold02kill.xml |
| 373181 | AK-15 Custom Pyrite | 1500 | ar46_meteorgold02kill.xml |
| 373182 | Desert Eagle Pyrite | 1500 | pt01_meteorgold02kill.xml |
| 373183 | SIG Sauer P226 Pyrite | 1500 | pt14_meteorgold02kill.xml |
| 373184 | M1911A1 Pyrite | 1500 | pt16_meteorgold02kill.xml |
| 373185 | Glock 18C Pyrite | 1500 | pt21_meteorgold02kill.xml |
| 373186 | S&W M&P R8 Pyrite | 1500 | pt33_meteorgold02kill.xml |
| 373187 | CZ 75-Auto Pyrite | 1500 | pt32_meteorgold02kill.xml |
| 373188 | Maxim 9 Pyrite | 1500 | pt38_meteorgold02kill.xml |
| 373189 | MAG-7 Especial Pyrite | 1500 | shg40_rift01_meteorgold02kill.xml |
| 373190 | Uzkon UNG-12 Pyrite | 1500 | shg47_meteorgold02kill.xml |
| 373191 | Hunt Group MH12 Pyrite | 1500 | shg57_meteorgold02kill.xml |
| 373192 | Kriss Super V Custom Pyrite | 1500 | smg44_meteorgold02kill.xml |
| 373193 | LWRC SMG-45 Pyrite | 1500 | smg45_meteorgold02kill.xml |
| 373194 | SV-98 Hidden War | 1500 | sr48_tape01_console_kill.xml |
| 373195 | Truvelo CMS 20x42 mm Hidden War | 1500 | sr47_tape01_console_kill.xml |
| 373196 | Dragunov SR Custom Hidden War | 1500 | sr02_tape02_console_kill.xml |
| 373197 | AM-17 Hidden War | 1500 | smg49_fire01_console_kill.xml |
| 373198 | SIG MPX SBR Custom Hidden War | 1500 | smg46_tape01_console_kill.xml |
| 373199 | Uzi Pro Hidden War | 1500 | smg42_fire02_console_kill.xml |
| 373200 | Kel-Tec KS7 Hidden War | 1500 | shg54_tape01_console_kill.xml |
| 373201 | Marlin 1894 Custom Hidden War | 1500 | shg50_tape01_console_kill.xml |
| 373202 | SAP-6 Hidden War | 1500 | shg48_digitalcamo01_console_kill.xml |
| 373203 | Saiga Spike Hidden War | 1500 | shg46_tape01_console_kill.xml |
| 373204 | H&K MP5 Custom Hidden War | 1500 | smg04_tape01_console_kill.xml |
| 373205 | Remington Model 870 Custom Hidden War | 1500 | shg01_rope01_console_kill.xml |
| 373206 | Maxim 9 Hidden War | 1500 | pt38_digitalcamo01_console_kill.xml |
| 373207 | TEC-9 Hidden War | 1500 | pt36_stripes01_console_kill.xml |
| 373208 | Rhino 60 DS Especial Hidden War | 1500 | pt25_skull01_console_kill.xml |
| 373209 | M4A1 Custom Hidden War | 1500 | ar02_winter01_console_kill.xml |
| 373210 | F90 MBR Hidden War | 1500 | ar36_wire01_console_kill.xml |
| 373211 | Faca Kiridashi Hidden War | 1500 | kn50_console_kill.xml |
| 373212 | AK-12 Hidden War | 1500 | ar35_fire01_console_kill.xml |
| 373213 | SAI GRY AR-15 Hidden War | 1500 | ar28_tape01_console_kill.xml |
| 373214 | Agrupamento VK | 1 | vk01_stripe.xml |
| 373215 | OTs-14 Groza | 2500 | ar49kill.xml |
| 373216 | OTs-14 Groza dourado | 999 | ar49_gold01kill.xml |
| 373234 | Só ArenaStars! | 1 | esports09_stripe.xml |
| 373235 | Só Awinaw! | 1 | esports10_stripe.xml |
| 373236 | Só Major! | 1 | esports11_stripe.xml |
| 373237 | Só Rebellion! | 1 | esports12_stripe.xml |
| 373238 | Só Repulse! | 1 | esports13_stripe.xml |
| 373239 | Só Svoyaki! | 1 | esports14_stripe.xml |
| 373240 | Só WII! | 1 | esports15_stripe.xml |
| 373241 | Só Young! | 1 | esports16_stripe.xml |
| 373242 | Howa Type 89 Custom Viridian | 1500 | ar39_green01_kill.xml |
| 373243 | AK-15 Custom Viridian | 1500 | ar46_green01_kill.xml |
| 373244 | Benelli M4 Custom Viridian | 1500 | shg56_green01_kill.xml |
| 373245 | Hunt Group MH12 Viridian | 1500 | shg57_green01_kill.xml |
| 373246 | Karambit Crow | 1500 | kn45_crow01_console_kill.xml |
| 373247 | S&W M&P R8 Zombie | 1500 | pt33_zombie01_console_kill.xml |
| 373248 | TEC-9 X-Ray | 1500 | pt36_xray01_console_kill.xml |
| 373249 | FN P90 Custom Rust | 1500 | smg09_custom_prisonbreak01kill.xml |
| 373250 | Steyr Scout Especial Snowstorm | 1500 | sr00002_snowstorm01_kill.xml |
| 373251 | AKS-74U Tundra | 1500 | smg59_snowstorm02kill.xml |
| 373252 | Das dificuldades até as estrelas | 1 | best01_stripe.xml |
| 373253 | Mossberg 590 Custom Tundra | 1500 | shg61_snowstorm02_kill.xml |
| 373254 | AT308 Custom | 1500 | sr56kill.xml |
| 373255 | FB MSBS Grot Dourado | 999 | ar50_gold01kill.xml |
| 373256 | M4 Marksman Custom Polar | 1500 | sr52_snowman01_kill.xml |
| 373257 | Canivete Butterfly Snowstorm | 1500 | kn19_snowstorm01kill.xml |
| 373258 | Mauser Kar98k | 2500 | sr54kill.xml |
| 373259 | Mauser Kar98k Dourado | 999 | sr54_gold01kill.xml |
| 373260 | Steyr Scout Pyrite | 1500 | sr34_meteorgold02kill.xml |
| 373261 | Bushmaster BA50 Pyrite | 1500 | sr42_meteorgold02kill.xml |
| 373262 | SV-98 Pyrite | 1500 | sr48_meteorgold02kill.xml |
| 373263 | PP-19-01 Vityaz Pyrite | 1500 | smg54_meteorgold02kill.xml |
| 373264 | SIG MPX SBR Custom Pyrite | 1500 | smg46_meteorgold02kill.xml |
| 373265 | MPA10SST-X Especial Snowstorm | 1500 | smg00002_snowstorm01kill.xml |
| 373266 | FB MSBS Grot | 1500 | ar50kill.xml |
| 373267 | AT308 Custom Dourado | 999 | sr56_gold01kill.xml |
| 373269 | Kalashnikov MP-155 Ultima Snowstorm | 1500 | shg59_snowstorm01_kill.xml |
| 373270 | PDW KAC Snowstorm | 1500 | ar48_snowstorm01_kill.xml |
| 373271 | Pistola Makarov Tundra | 1500 | pt45_snowstorm02_kill.xml |
| 373272 | Tavor CTAR-21 Especial Tundra | 1500 | smg00003_snowstorm02_kill.xml |
| 373273 | Facão Survival Tundra | 1500 | kn52_snowstorm02_kill.xml |
| 373274 | Walther P99 Polar | 1500 | pt31_snowman01_kill.xml |
| 373275 | Facão Survival Polar | 1500 | kn52_snowman01_kill.xml |
| 373276 | Ruger Mark IV Lite Winter Rangers | 1500 | pt42_newyear01_kill.xml |
| 373277 | Faca Kunai Winter Rangers | 1500 | kn00002_newyear01_kil.xml |
| 373280 | Luzes de Natal | 1 | newyear01_stripe.xml |
| 373281 | TEC-9 Snowstorm | 1500 | pt36_snowstorm01_kill.xml |
| 373282 | Mauser Kar98k Tundra | 1500 | sr54_snowstorm02_kill.xml |
| 373285 | Magma e Gelo | 1 | snowstorm01_stripe.xml |
| 373286 | Banquisa | 1 | snowstorm02_stripe.xml |
| 373295 | Chip Hacker | 1 | snowman01_stripe.xml |
| 373296 | Facão KA-BAR Kukri Engine | 1500 | kn07_rating03_kil.xml |
| 373297 | Só Infer! | 1 | esports17_stripe.xml |
| 373300 | IWI Carmel Maori | 1500 | ar45_autumn01_kill.xml |
| 373301 | HX Outdoors Trident Maori | 1500 | kn22_autumn01_kill.xml |
| 373302 | Kel-Tec SUB2000 Maori | 1500 | pt39_autumn01_kill.xml |
| 373303 | Kalashnikov USA Komrad 12 Maori | 1500 | shg58_autumn01_kill.xml |
| 373304 | Gilboa Snake DBR Maori | 1500 | smg51_autumn01_kill.xml |
| 373305 | PP-19 Bizon Custom | 1500 | smg62_kill.xml |
| 373307 | Oferta Exclusiva | 1 | friday01_console_stripe_01.xml |
| 373309 | Warface Pro: Fita de Ouro | 1 | esport_pro01_stripe.xml |
| 373315 | Grand Power SR9A2 Crystal | 1500 | smg55_obsidian01_kill.xml |
| 373316 | Karambit Crystal | 1500 | kn45_obsidian01_kill.xml |
| 373318 | DVL-10 M2 Maori | 1500 | sr51_autumn01_kill.xml |
| 373319 | MC 255 12 Custom | 1500 | shg62_kill.xml |
| 373320 | H&K UMP Custom | 1500 | smg60_kill.xml |
| 373321 | AMP DSR-1 Custom | 1500 | sr58_kill.xml |
| 373322 | JS 9mm Custom | 1500 | smg61_kill.xml |
| 373323 | Canivete Butterfly Carved Bone | 1500 | kn19_bone01_kill.xml |
| 373324 | AS VAL Custom | 1500 | ar51_kill.xml |
| 373325 | OTs-14 Groza Englishman | 1500 | ar49_royal01_kill.xml |
| 373326 | Karambit Englishman | 1500 | kn45_royal01_kill.xml |
| 373327 | Pistola Makarov Englishman | 1500 | pt45_royal01_kill.xml |
| 373330 | Não há nada como o presente | 1 | ny01_console_stripe_01.xml |
| 373333 | Guardas Reais | 1 | royal01_stripe.xml |
| 373334 | JS 9mm Custom Polar | 1500 | smg61_snowman01_kill.xml |
| 373335 | Cartucheira | 1 | rating04_stripe.xml |
| 373344 | Benelli Super Black Eagle 3 | 2500 | shg63_kill.xml |
| 373345 | Telhado Paifang | 1 | cny02_stripe.xml |
| 373348 | Rhino 60 DS Water Tiger | 1500 | pt25_cny02_kill.xml |
| 373349 | Machado Tático Water Tiger | 1500 | kn16_cny02_kil.xml |
| 373359 | Guardião da Tempestade | 1 | vikings01_stripe.xml |
| 373362 | Mauser Kar98k Huntsman | 1500 | sr54_sales03_kill.xml |
| 373363 | Barrett MRAD Mk22 | 1500 | sr57_kill.xml |
| 373364 | Barrett MRAD Mk22 Dourado | 999 | sr57_gold01_kill.xml |
| 373365 | Kopeş Asgard | 1500 | kn200_vikings01_kill.xml |
| 373366 | TEC-9 Asgard | 1500 | pt36_vikings01_kill.xml |
| 373367 | Quarter Circle 10 SMG Asgard | 1500 | smg58_vikings01_kill.xml |
